titulo,data,autoria,tags,principal,texto,label
Santinho de Dr. Jairinho tinha dizeres “fechado com Bolsonaro” e “defensor da família” #boato,09/04/2021,Edgard Matsuki,Dr. Jairinho;Jair Bolsonaro,"Boato – Durante campanha para vereador no Rio de Janeiro, Dr. Jairinho distribuiu um santinho com os dizeres “Defensor da família”, “Contra a ideologia de gênero”, “A favor da Escola sem partido” e “Fechado com Bolsonaro”.","A prisão do vereador da cidade do Rio de Janeiro Dr. Jairinho causou muita comoção. Isso porque, junto com a prisão dele e da namorada, veio a revelação de que ele agredia o menino Henry Borel sistematicamente e que é o principal suspeito do assassinato do garoto de quatro anos. Em meio a isso, mensagens davam conta de que ele seria ligado a Bolsonaro e pautas conservadoras.",1
"Filho de Marcelo Freixo saiu com travestis, não pagou e foi exposto em vídeo #boato",04/04/2021,Edgard Matsuki,Marcelo Freixo,"Boato – Filho do deputado federal Marcelo Freixo (PSOL), João Pedro Duarte Ribeiro, saiu com travestis e não pagou. Por isso, foi exposto em um vídeo.","Toda fake news é ruim. Porém, tem algumas que conseguem chegar a um nível abissalmente baixo. É o caso da história de hoje, que fala sobre João Pedro Duarte Ribeiro, filho do deputado federal Marcelo Freixo.",1
Áudio de Doria prova que vacina Coronavac é apenas um plano para derrubar Bolsonaro #boato,10/04/2021,Edgard Matsuki,Coronavac;Fake news sobre a Covid-19;João Doria,"Boato – Áudio secreto do governador de São Paulo, João Doria, mostra que vacina não está sendo utilizada para salvar vidas. Trata-se apenas de um plano secreto para derrubar Bolsonaro.","Desde o início da pandemia, as ações de combate à Covid-19 têm sido dificultada por entraves políticos como, por exemplo, entre presidente e governadores, presidente e STF e (caso se concretize a CPI da pandemia) presidente e Congresso.",1
Pazuello ganha passaporte diplomático do Itamaraty e viaja para os EUA #boato,11/05/2021,Edgard Matsuki,Eduardo Pazuello;Fake news sobre a Covid-19,"Boato – O ex-ministro da Saúde, Eduardo Pazuello, ganhou um passaporte diplomático do Itamaraty e viajou para os EUA alguns dias antes de depoimento na CPI da Pandemia.","Desde quando a CPI da Pandemia (também conhecida como CPI da Covid-19) foi anunciada, um dos depoimentos mais esperados é do ex-ministro da Saúde Eduardo Pazuello. Apontado por muitos como uma dos responsáveis pela situação de caos da Covid-19 no Brasil, Pazuello já teve um depoimento adiado após anunciar que entrou em contato com pessoas que testaram positivo para o novo coronavírus.",1
"Camilo Santana, governador do Ceará, cria teatro da Covid-19 para assustar população #boato",21/03/2021,Raiane Gonoli,Camila Santana;Fake news sobre a Covid-19;Governador,"Boato – Camilo Santana, governador do Ceará, criou teatro da Covid-19 para assustar a população. Em vídeo, é possível ver o cenário montado para simular o caos na saúde do estado.","O Brasil vive agora a segunda onda de Covid-19, quando há um novo aumento de casos após o período de queda. E mesmo após atingir a triste marca de mais de 292 mil mortes, isso em meio à vacinação, ainda tem gente duvidando da gravidade da pandemia e suas consequências. E na internet, infelizmente, continuam “brotando” aos montes boatos que visam deturpar a realidade da emergência de saúde nos estados, como é o caso do nosso desmentido de hoje.",1
Mandetta embolsou R$ 5 bilhões destinados à compra de vacinas contra Covid-19 #boato,17/03/2021,Edgard Matsuki,Fake news sobre a Covid-19;Luiz Henrique Mandetta,"Boato – O ministro da Economia, Paulo Guedes, afirmou que o ex-ministro da Saúde Luiz Henrique Mandetta embolsou R$ 5 bilhões que eram destinados à compra de vacinas contra Covid-19.",O caso de hoje é um exemplo vivo de como a internet é um telefone sem fio amplificado à décima potência. O que começou com uma acusação de negligência terminou com uma acusação de desvio de dinheiro.,1
João Doria tomou a vacina da Pfizer e se negou a tomar Coronavac #boato,12/05/2021,Edgard Matsuki,Coronavac;Fake news sobre a Covid-19;João Doria;Sinovac,"Boato – O governador de São Paulo, João Doria, optou por tomar a vacina da Pfizer em vez de tomar a vacina Coronavac, da Sinovac e Instituto Butantan.","A vacinação está avançando (a passos lentos) no Brasil e, mesmo com quase quatro meses de imunização, ainda tem gente discutindo vacina A ou vacina B. Isso é possível de ser visto em uma série de mensagens que apontam que o governador de São Paulo, João Doria, teria recusado a Coronavac, vacina da empresa chinesa Sinovac e do Instituto Butantan.",1
Urnas eletrônicas brasileiras foram hackeadas em duas horas nos EUA #boato,18/05/2021,Kyene Becker,Urnas eletrônicas,"Boato – Em evento nos Estados Unidos, hackers conseguem fraudar urnas eletrônicas brasileiras em apenas duas horas. ",As eleições presidenciais de 2022 prometem um embate memorável (tanto nas urnas quanto na internet). Isso porque os disseminadores de fake news devem repetir o trabalho realizado em 2018.,1
Governador de Sergipe permite confiscar propriedade privada de quem descumprir ou criticar quarentena em Decreto 40.798 #boato,29/03/2021,Edgard Matsuki,Belivaldo Chagas;Fake news sobre a Covid-19,"Boato – O governador de Sergipe, Belivaldo Chagas, assinou o decreto 40.798 que determina o confisco de propriedade privada de quem descumprir as medidas de isolamento ou criticar o governo. Foi o comunista que criou isso.","Em meio às necessárias medidas de isolamento contra a Covid-19 (que são insuficientes no Brasil), o que não faltam são pessoas bradando contra os governadores. Em meio a argumentos demagógicos como “devemos preservar os empregos” (traduzindo: queremos continuar lucrando e pagando salários de fome a todo custo) e teses que confundem isolamento com comunismo, uma história relacionada a Sergipe surgiu na web.",1
Alexandre de Moraes diz que não terá voto impresso e nem Bolsonaro em 2022 #boato,14/05/2021,Kyene Becker,Alexandre de Moraes,"Boato – Ministro Alexandre de Moraes afirma que Brasil não terá voto impresso e, talvez, nem eleição de Jair Bolsonaro em 2022.","As eleições presidenciais brasileiras, que ocorrem em 2022, ainda estão, relativamente, longe de acontecer. O pleito deve ocorrer em outubro do próximo ano, mas as discussões sobre uma possível mudança no modo de votação estão à todo vapor.",1
Brasil deixou de comprar gás natural da Bolívia e Venezuela #boato,,Edgard Matsuki,,"Boato – Com a construção do Campo do Azulão pelo presidente Jair Bolsonaro e pelo ministro Bento Albuquerque, o Brasil deixou de comprar gás natural da Bolívia e Venezuela.",Não é de hoje que boatos de “obras incríveis” do governo federal têm circulado na internet. A mais nova aponta para uma obra que seria responsável por fazer o Brasil deixar de ser dependente do gás natural da Bolívia e Venezuela.,1
Pazuello diz “não estou aqui para satisfazer fetiche de gazela” para Randolfe #boato,21/05/2021,Edgard Matsuki,CPI da Pandemia;Eduardo Pazuello;Fake news sobre a Covid-19;Randolfe Rodrigues,Boato – O ex-ministro da Saúde Eduardo Pazuello foi questionado pelo senador Randolfe Rodrigues o motivo de não estar com farda na CPI da Pandemia e respondeu “não estou aqui para satisfazer fetiche de gazela”.,"No meio político, o assunto da semana foi o depoimento do ex-ministro da Saúde Eduardo Pazuello na CPI da Pandemia. Em meio a polêmicas geradas por dois dias de depoimentos, bolsonaristas (que ficaram satisfeitos com a blindagem do ex-ministro ao presidente) começaram a viralizar um suposto diálogo que teria ocorrido na CPI.",1
Bolsonaro construiu uma cidade com 4000 casas em Jucurutu (RN) #boato,,Edgard Matsuki,,Boato – Jair Bolsonaro construiu uma cidade com 4000 casas para a população de Jucurutu (RN). Vídeo mostra toda a obra do presidente.,"Desde o início de 2019 (quando Jair Bolsonaro tomou posse como presidente), o que não faltam na internet são fake news que tentam atribuir “grandes obras” ao presidente. A última aponta para uma suposta obra no Rio Grande do Norte.",1
Doria ofereceu terreno a Silvio Santos em troca de apoio político #boato,08/04/2021,Kyene Becker,João Doria;Silvio Santos,"Boato – Em reunião, João Doria oferece terrenos em troca de apoio político de Silvio Santos, mas apresentador do SBT nega. Vídeo mostra tudo. ","As eleições municipais de 2020 já são passado. Em 2022, o Brasil terá que decidir, novamente, os cargos de presidente, governadores, deputados estaduais e federais do país. E a gente só espera (mas sem muita esperança) que as fake news não sejam, novamente, a atração do pleito.",1
"Bolsonaro é ovacionado ao chegar em aeroporto no Equador, mostra vídeo #boato",26/05/2021,Edgard Matsuki,Jair Bolsonaro,Boato – Vídeo mostra o momento em que o presidente Jair Bolsonaro chega ao aeroporto no Equador. Ele foi ovacionado e carregado pelos seus seguidores. ,"Não é de gora que vídeos são atribuídos erroneamente a eventos envolvendo o presidente Jair Bolsonaro. Hoje, vamos falar de uma suposta filmagem atribuída à rápida visita que ele fez no Equador (para a posse do novo presidente do país, Guilherme Lasso).",1
Lula diz que negros são vagabundos e escravos #boato,19/05/2021,Edgard Matsuki,Lula,"Boato – Em vídeo, ex-presidente Lula disse que os negros são escravos e vagabundos e não são cidadãos.",Já em 2021 ,1
Bolsonaro se beneficiou de fraude de cédulas falsas nas eleições de 1994 #boato,30/05/2021,Raiane Gonoli,Jair Bolsonaro,"Boato – Bolsonaro se beneficiou de fraude de cédulas falsas nas eleições em 1994. À época, o atual presidente da República era candidato a deputado federal e foi eleito por votos impressos fraudados nas urnas.","Após 25 anos da implementação das urnas eletrônicas nas eleições no Brasil, o equipamento criado para modernizar a votação está na berlinda com a possível volta do voto impresso a partir do ano que vem, uma das pautas da minirreforma eleitoral (que tem o apoio da direita brasileira).",1
"Harley-Davidson vai lançar moto em homenagem a Bolsonaro, a MITO-2022JB #boato",08/06/2021,Edgard Matsuki,Harley-Davidson,"Boato – Vídeo de Bolsonaro fez tanto sucesso nos Estados Unidos que a Harley-Davidson vai lançar uma moto em homenagem e ele, a MITO-2022JB.",Não é de hoje que o Boatos.org desmente notícias falsas sobre “coisas maravilhosas” que empresas fizeram para homenagear o presidente Jair Bolsonaro. A mais nova história surge a reboque de uma nova “moda” lançada pelo presidente: promover passeios de motocicleta Brasil afora (algo um tanto fora de hora em meio à pandemia).,1
Alexandre de Moraes deixa o Supremo Tribunal Federal (STF) e vai para Helsinque #boato,02/04/2021,Edgard Matsuki,Alexandre de Moraes;STF,"Boato – Em um acordo com o presidente Jair Bolsonaro e Congresso, o ministro Alexandre de Moraes deixou o STF. Agora, ele vai para Helsinque (Finlândia).","O dia 1º de abril já passou, mas ainda estamos falando das mentiras “extras” das datas. ",1
Forex tem moeda do Brasil x EUA (Real x Dólar) como a mais negociada graças ao governo Bolsonaro #boato,,Raiane Gonoli,,"Boato – O Forex tem o par de moedas do Brasil x EUA (Real x Dólar) como o mais negociado graças ao governo Bolsonaro. Devido à economia confiável do país, a média é de 90.000 negócios por dia no mundo todo e continua crescendo.","Nas redes sociais, os boatos com viés político e enaltecendo a economia do Brasil ganharam força nos últimos dias, especialmente entre eleitores bolsonaristas, após o ",1
Lula doou R$ 25 milhões para o Hamas quando era presidente #boato,16/05/2021,Edgard Matsuki,Lula;Palestina,"Boato – Em 2010, o ex-presidente Luiz Inácio Lula da Silva doou R$ 25 milhões para o grupo terrorista Hamas.","Bastou a pandemia arrefecer em Israel (graças à vacinação em massa) para os conflitos voltarem a assombrar a região. Em meio a bombardeios entre israelenses e palestinos, aqui no Brasil um texto aponta que Lula tem participação no “financiamento do terrorismo”.",1
Arnaldo Jabor diz que Bolsonaro é o “cara sem etiqueta que você passa a gostar” #boato,09/06/2021,Edgard Matsuki,Arnaldo Jabor;Clássico,"Boato – Em texto, Arnaldo Jabor diz que o presidente Jair Bolsonaro é o cara sem etiqueta que você passa a gostar quando vê as pessoas que não gostam dele.","Dentre muitos boatos efêmeros (daqueles que viralizam muito por um dia e, afortunadamente, somem depois de desmentidos) existem aqueles que insistem e se reciclar e voltar a circular ano após ano. É o que chamamos (e classificamos) ",1
Vídeo mostra 40 mil bois em carretas na fazenda de Lula em São Félix do Xingu (PA) #boato,10/06/2021,Edgard Matsuki,Lula,"Boato – Imagens mostram o momento em que 40 mil bois de 18 arrobas são colocados em 85 carretas na fazenda do ex-presidente Lula em São Félix do Xingu, no Pará.","Vocês se lembram dos tempos em que as principais fake news na internet falavam das “riquezas de Lula e sua família”? Um dos principais tipos dessas riquezas citadas são as supostas “fazendas de Lula”. E não é que, em 2021, voltou a circular na internet informações contidas em boatos desmentidos há algum tempo no Boatos.org.",1
Lula diz “basta colocar arroz na mesa do nordestino que ele vota em você” e que “com R$ 10 compra um baiano” #boato,11/06/2021,Kyene Becker,Lula,Boato – Lula faz afirmações controversas. Ele disse que “basta colocar arroz na mesa do nordestino que ele vota em você” e que “com R$ 10 compra um baiano”. ,"As eleições presidenciais no Brasil estão se aproximando. Em 2022, o pleito promete grandes emoções, especialmente, devido à situação atual do país e os possíveis nomes que devem entrar para a disputa.",1
Executivo do Santander José Antonio Álvarez grava áudio sobre economia e Bolsonaro #boato,11/06/2021,Edgard Matsuki,Santander,Boato – O executivo do Santander José Antonio Álvarez gravou um áudio no WhatsApp para mostrar como a economia brasileira está maravilhosa e como isso levará Bolsonaro à reeleição.,"O que não tem faltado na internet (na realidade nunca faltou) são mensagens absurdas. Em alguns casos, as informações são tão descoladas da realidade que é preciso que essas mensagens (normalmente apócrifas) “ganhem” uma autoria falsa para terem mais credibilidade. É o caso da história de hoje, que fala de um áudio que está rodando no WhatsApp.",1
Washington Post destaca motociata de Bolsonaro como “maior tour de moto” em capa #boato,14/06/2021,Edgard Matsuki,Motociata;Washington Post,Boato – O jornal norte-americano Washington Post destacou a motociata de Bolsonaro na capa. A manchete é “Bolsonaro leads the biggest motorcycle tour on the planet” (Bolsonaro lidera maior passeio de moto do planeta). ,"Assim que a chamada “motociata” organizada pela equipe do presidente Jair Bolsonaro ocorreu em São Paulo, não demorou muito para aparecerem na internet diversas mensagens falando sobre uma suposta grandiosidade do evento ",1
Foto de manifestação contra Bolsonaro na Av. Paulista em 29/05 foi publicada em site em 2016 #boato,30/05/2021,Edgard Matsuki,,"Boato – Foto que mostra manifestação na Avenida Paulista (em São Paulo) foi, na realidade, publicada em site no ano de 2016.","Assim como militantes a favor de Bolsonaro têm saído às ruas nos últimos tempos, militantes contrários ao governo fizeram isso no dia 29 de maio. A manifestação pedindo a saída do presidente da República, entre outras pautas, também já começou a gerar notícias falsas. A que vamos falar, aliás, é das mais confusas.",1
Globo admite que motociata de Bolsonaro é a maior do mundo #boato,15/06/2021,Edgard Matsuki,Globo;Motociata,Boato – Vídeo mostra que Globo admitiu que motociata com a participação do presidente Jair Bolsonaro é a maior do mundo. ,"Desde quando o presidente Jair Bolsonaro participou da chamada “motociata” em São Paulo, o que não tem faltado na internet são informações falsas sobre o evento. Já desmentimos ",1
"Rui Costa, Jacques Wagner e Otto Alencar são filmados no forró durante pandemia #boato",17/06/2021,Edgard Matsuki,Fake news sobre a Covid-19;Jacques Wagner;Otto Alencar;Rui Costa,Boato – Vídeo mostra governador da Bahia Rui Costa e senadores Jaques Wagner e Otto Alencar dançando forró sem máscaras e distanciamento durante a pandemia da Covid-19.,"Lá no início da pandemia da Covid-19, um tipo de boato muito recorrente era o que apontava que “fulando e ciclano” que defendia o “fique em casa” havia sido flagrado em uma aglomeração (normalmente, uma festa). Com mais de um ano de pandemia, uma história do tipo começou a circular na internet.",1
Motociata de Bolsonaro teve 1.324.523 motos e bateu recorde no Guinness Book #boato,13/06/2021,Edgard Matsuki,Motociata,Boato – O evento de motociclistas com a participação do presidente Jair Bolsonaro teve 1.324.523 motocicletas. A “motociata” bateu o recorde no Guinness Book. ,"Assim como acontece em manifestações, não demorou para, depois da chamada “motociata” a favor do presidente Jair Bolsonaro, começarem a circular na internet mensagens que apontam que tudo foi incrível e que teve um montão de gente.",1
"Lula acaba de ser expulso de Itanagrá, na Bahia, mostra vídeo #boato",28/05/2021,Edgard Matsuki,Lula,Boato – Vídeo mostra momento em que o ex-presidente Lula foi expulso da cidade de Itanagrá (na Bahia) em 2021. População se revoltou contra ele e Exército teve que intervir. ,"Há mais de um ano das eleições de 2022, movimentos em relação à campanha eleitoral começam a serem vistos. Com isso, notícias falsas estão circulando por aí. A última fala de uma suposta expulsão do ex-presidente Lula de uma cidade na Bahia.",1
Motociata de Bolsonaro arrecadou 700 toneladas de alimentos em doações #boato,15/06/2021,Edgard Matsuki,Motociata,"Boato – A motociata a favor do presidente Jair Bolsonaro arrecadou, com doação dos 1.324.523 motociclistas, 700 toneladas de alimentos e movimento R$ 200 milhões na economia de São Paulo. ","A chamada “motociata” em São Paulo, que contou com a participação do presidente Jair Bolsonaro, ainda está dando o que falar (pelo menos no mundo da desinformação). Depois de desmentirmos, aqui no Boatos.org, as informações erradas de que ",1
WhatsApp de “gente da oposição” com “confissões de vários crimes” é grampeado #boato,09/07/2021,Edgard Matsuki,Adélio Bispo;Jean Wyllys;José Dirceu;Luís Roberto Barroso;WhatsApp,"Boato – A CIA grampeou o WhatsApp da oposição e descobriu a confissão de vários crimes como fraude nas urnas, envolvimento na facada e compra de deputados para não aprovar voto impresso.","No jogo entre quem inventa e quem desmente fake news, um dos principais predicados é a paciência. Isso porque não são raros os casos em que, após serem desmascarados em relação a algum assunto, boateiros decidem “dobrar” (ou multiplicar) a aposta e insistem na mentira. Hoje, vamos falar de uma dessas “multiplicações”.",1
Voto impresso já vale no Brasil desde 2002 e está previsto na Lei 10.408/2002 #boato,10/07/2021,Carol Lira,Voto Impresso,Boato – O voto impresso é lei no Brasil desde 2002. Ele está valendo graças a Lei 10.408/2002 e deveria já ter sido implementado.,"A acalorada discussão em torno do voto impresso parece estar longe do fim. A polêmica puxada pelo presidente Jair Bolsonaro e sua base de apoio, que alegam que o método eletrônico não é confiável e que houve fraudes na votação de 2018 (mesmo sem provas), tem ganhado fôlego com a porrada de boatos que circulam sobre o assunto.",1
Lázaro Barbosa aparece em foto com Lula e é filiado ao PT #boato,18/06/2021,Edgard Matsuki,Lázaro Barbosa;Lula,"Boato – Lázaro Barbosa foi flagrado em uma foto com o ex-presidente Lula. O “serial killer” é, na verdade, petista. ","Sempre que crimes chocam a sociedade brasileira, não demora muito para aparecer aquele tipo de boato que aponta que “fulano” é filiado a algum partido (normalmente, esse boato cita partidos de esquerda, mas há exceções). Com o caso de Lázaro Barbosa, chamado de “serial killer”, não seria diferente.",1
Mulher de Bolsonaro (Michelle) já foi presa por tráfico de drogas #boato,15/06/2021,Kyene Becker,Jair Bolsonaro;Michelle Bolsonaro,"Boato – Bolsonaro afirma que, há 20 anos, sua esposa Michelle cumpriu pena de 3 anos de cadeia por tráfico de drogas. Mulher do presidente já foi presa por tráfico. ","Se não bastassem as fake news sobre a Covid-19, sobre as vacinas contra a doença e sobre a situação em relação à pandemia no país, agora também temos fake news sobre a família do presidente Jair Bolsonaro.",1
Lula e Haddad posam com faixa “Lázaro é inocente” #boato,20/06/2021,Edgard Matsuki,Fernando Haddad;Lázaro Barbosa;Lula,Boato – Foto mostra o ex-presidente Lula e o ex-prefeito de São Paulo Fernando Haddad segurando uma faixa com os dizeres “Lázaro é inocente”. ,"Depois de tantos dias de fuga, o nome de Lázaro Barbosa (que matou uma família inteira em Ceilândia, no Distrito Federal, e tem cometido alguns crimes durante a perseguição policial) tem figurado com frequência em notícias falsas na internet. O último caso aponta para (mais uma) suposta ligação dele com o ex-presidente Lula.",1
"Alexandre de Moraes, ministro do STF, tem prisão decretada #boato",13/07/2021,Kyene Becker,Alexandre de Moraes;STF,"Boato – Ministro do STF, Alexandre de Moraes, teve prisão decretada por crime de tortura contra deputado Daniel Silveira.","Nos últimos dias, a informação de que um advogado teria apresentado à Procuradoria Geral da República (PGR) ",1
"Bolsonaro foi envenenado com chumbo, mostram exames de sangue #boato",16/07/2021,Edgard Matsuki,,Boato – Amostras de exames de sangue do presidente Jair Bolsonaro mostram grande quantidade de chumbo. Isso prova que ele foi envenenado.,"Desde que o presidente Jair Bolsonaro teve que ser internado por conta de complicações no intestino decorrentes da facada que levou em 2018 e um soluço persistente, muito se especulou sobre o estado de saúde dele e causas da internação (chegou-se a pensar em uma cirurgia de emergência). Mais recentemente, uma teoria ganhou força entre fãs do presidente.",1
"Paul Krugman disse, em 2021, que Brasil saiu muito bem da crise e contrariou Miriam Leitão #boato",12/07/2021,Kyene Becker,Miriam Leitão;Paul Krugman,"Boato – Em  2021, Miriam Leitão diz que Brasil está com problemas econômicos e vencedor do Prêmio Nobel, Paul Krugman, a contraria. ","Dados divulgados pelas principais instituições de economia do país indicam uma melhora na economia brasileira durante o primeiro semestre de 2021. Apesar disso, ",1
Falso enfermeiro filiado ao PCdoB é preso em hospital onde Bolsonaro está internado #boato,17/07/2021,Edgard Matsuki,PCdoB,Boato – A Polícia Civil de São Paulo acabou de prender um falso enfermeiro no hospital onde o presidente Jair Bolsonaro está internado. Joilton Batista Silverio é filiado ao PCdoB.,"Desde quando o presidente Jair Bolsonaro teve que ser internado devido a complicações no intestino e um soluço que persistia há alguns dias, teorias da conspiração se espalharam na internet. E,",1
Povo faz manifestação gigantesca em frente a hospital onde Bolsonaro ficou internado #boato,,Edgard Matsuki,,Boato – Vídeo mostra o momento em que muitas pessoas fazem uma manifestação gigantesca em frente ao hospital onde o presidente Jair Bolsonaro foi internado. ,Não demorou muito para a internação do presidente Jair Bolsonaro gerar notícias falsas aos montes na internet. Depois de ,1
Marido de Randolfe Rodrigues paga aluguel e salário de R$ 23 mil para senador #boato,15/07/2021,Kyene Becker,CPI da Pandemia;Randolfe Rodrigues,"Boato – Charles Achcar Chelala, marido de Randolfe Rodrigues, paga o aluguel de R$ 2.700, as despesas e um salário de R$ 23 mil para o senador.","Desde o começo da CPI da Pandemia, o nome de membros têm sido constantemente citados em fake news. Com o senador Randolfe Rodrigues, vice-presidente da CPI da Covid no Senado, não tem sido diferente. Hoje, vamos falar de uma história derivada de uma notícia falsa da semana passada.",1
"Bolsonaro acabou se revelar esquema de José Dirceu e STF, CIA disse que ele ganhou no 1º turno e TSE anulou 7,2 milhões de votos de 2018 #boato",12/07/2021,Edgard Matsuki,José Dirceu;Luís Roberto Barroso;STF;TSE;Voto Impresso,"Boato – O presidente Jair Bolsonaro revelou esquema de chantagem de ministros do STF por José Dirceu. Quem trouxe a informação para ele foi a CIA, que também falou que Bolsonaro venceu em 2018 no primeiro turnos, mas urnas foram fraudadas. Por fim, o TSE informou que 7,2 milhões de votos foram anulados nas eleições de 2018.","A metralhadora giratória em relação a fake news sobre o voto impresso está a toda em redes sociais. Ontem mesmo, falamos na nossa seção A",1
Esquerda vai disfarçar black blocks com camisetas de Bolsonaro em manifestações #boato,18/07/2021,Edgard Matsuki,Clássico;Superclássico,"Boato – No próximo fim de semana, a esquerda vai colocar black blocks disfarçados de bolsonaristas para incriminar o presidente nas manifestações do próximo fim de semana.",A campanha eleitoral de 2018 foi tão fértil em relação a notícias falsas que até hoje boatos criados naquela época continuam circulando. A última história que está circulando em pleno 2021 aponta para um “plano infalível” da esquerda nas próximas manifestações.,1
Ivo Gomes é flagrado de mãos dadas com homem que é seu noivo #boato,17/07/2021,Carol Lira,Ivo Gomes,"Boato – Irmão de Ciro e prefeito no Ceará, Ivo Gomes é flagrado de mãos dadas com homem que é seu noivo, mostra foto. ","Não importa se você é o protagonista ou o espectador, em algum momento você vai se deparar com alguma informação falsa na internet. O destino é certo, principalmente se você for famoso. ",1
FHC foi fundador do PT e oposição a Lula era apenas teatro #boato,24/05/2021,Kyene Becker,FHC;Lula;PT,"Boato – FHC fundou o PT, nunca foi adversário de Lula, era “maconheiro da USP” e foi falso quando falou sobre reeleição. ","O assunto política tem se tornado um dos temas mais discutidos na sociedade nos últimos anos. Com isso, as fake news sobre política têm dominado a internet e causado muita confusão e desinformação.",1
Spray nasal contra Covid-19 que interessou Bolsonaro começa a ser vendido em Israel #boato,20/07/2021,Edgard Matsuki,Fake news sobre a Covid-19,"Boato – A imprensa ironizou a aposta de Bolsonaro em spray nasal de Israel, mas agora ele começou a ser vendido como tratamento contra a Covid-19 no país. ","Por incrível que pareça, é possível criar uma informação falsa com base em duas (ou mais) informações verdadeiras. Para tanto, basta fazer uma comparação descabida. É o caso da história de hoje, que fala sobre um tratamento contra a Covid-19.",1
"Raúl Castro, ex-presidente de Cuba, fugiu para a Venezuela #boato",13/07/2021,Edgard Matsuki,Cuba;Raúl Castro,"Boato – Após protestos em Cuba, o ex-presidente Raúl Castro (irmão de Fidel) fugiu para a Venezuela no domingo, 11 de julho de 2021.","A situação em Cuba tem chamado atenção em diversos locais do mundo. Em meio a denúncias de cortes de energia, internet e colapso causado pela Covid-19, o país está enfrentando os maiores protestos populares dos últimos 30 anos e uma “notícia” sobre o ex-presidente Raúl Castro (irmão de Fidel Castro) começou a circular na internet aqui no Brasil.",1
Coronel da Aeronáutica que não é bolsonarista grava áudio sobre o presidente #boato,,Kyene Becker,,"Boato – Coronel da Aeronáutica Picollini, que não é bolsonarista, afirmou em áudio que Bolsonaro vai vencer as eleições de 2022.",O clima político no Brasil anda à flor da pele. A proximidade das eleições presidenciais que vão ocorrer em 2022 tem animado os ânimos de muitos eleitores e gerado um número enorme de fake news.,1
João Doria é internado com endocardite bacteriana #boato,18/07/2021,Edgard Matsuki,Fake news sobre a Covid-19;João Doria,Boato – O governador de São Paulo João Doria foi internado no hospital Albert Einstein com um quadro de endocardite bacteriana. ,"A pauta da política foi muito agitada por “emergências médicas” na última. Além da internação do presidente Jair Bolsonaro por conta de complicações no intestino, o governador de São Paulo João Doria testou positivo pela segunda vez para a Covid-19. E, de acordo com uma mensagem que circula na internet, os problemas de Doria não pararam por aí.",1
Vaza vídeo de Joice Hasselmann se machucando sozinha enquanto dorme #boato,30/07/2021,Edgard Matsuki,Joice Hasselmann,Boato – Vídeo de câmera de segurança que vazou mostra que deputada federal Joice Hasselmann se machucou enquanto dormia em um ataque de sonambulismo.,"Desde quando Joice Hasselmann denunciou um suposto ataque a ela e investigações começaram a ser feitas, ataques contra a deputada se intensificaram na internet. Entre fotos adulteradas que seriam da deputada e ",1
Bolsonaro acabou com a corrupção no Detran ao mudar regras da CNH #boato,20/07/2021,Edgard Matsuki,,Boato – O presidente Jair Bolsonaro acabou com a corrupção no Detran porque mudou regras sobre CNH e exames médicos com clínicas credenciadas. ,Houve um tempo no governo Bolsonaro em que a bandeira era acabar com a “mamata e a corrupção” (algo que foi suavizado desde quando o chamado “Centrão” passou a apoiar o presidente). E deste tempo vem uma história que está viralizando até hoje.,1
Joice Hasselmann bateu o carro depois de ir a festa clandestina #boato,24/07/2021,Edgard Matsuki,Joice Hasselmann,Boato – A farsa foi revelada pelo Estadão. A deputada Joice Hasselmann se machucou porque estava em uma festa rave clandestina e bateu o carro de luxo drogada e bêbada.,"Na última semana, um caso envolvendo a deputada Joice Hasselmann chamou atenção dos noticiários. Ela se machucou no próprio apartamento e diz não se lembrar do que ocorreu. Em meio a suspeitas sobre o que poderia ocorrido, uma mensagem atribuída ao Estadão está circulando na internet.",1
Casamento entre Jair Bolsonaro e Michelle chegou ao fim #boato,30/07/2021,Edgard Matsuki,Jair Bolsonaro;Michelle Bolsonaro,Boato – O casamento entre Jair Bolsonaro e Michelle Bolsonaro chegou ao fim. Ela acabou isolada pelo presidente.,"Quando falamos sobre fake news relacionadas à área política, grande parte está, sem dúvidas, relacionada à vida pública. Porém, há exceções. A história de hoje, que fala sobre o presidente Jair Bolsonaro e a primeira-dama Michelle, é um exemplo.",1
Lula fica bêbado e grava vídeo atacando Bolsonaro e voto impresso #boato,02/08/2021,Edgard Matsuki,Lula,"Boato – Visivelmente bêbado, o ex-presidente Lula gravou um vídeo atacando Bolsonaro e falando sobre o voto impresso nas eleições.","Já falamos algumas vezes sobre boatos que se reciclam para voltarem a circular. Desta vez, vamos falar de um fake que já se utilizou de uma metodologia batida para fortalecer uma tese. Novamente, circula na internet um suposto vídeo em que o ex-presidente Lula teria aparecido “bêbado”.",1
Bolsonaro dá xeque-mate no TSE e STF e prova fraude nas urnas eletrônicas #boato,05/08/2021,Edgard Matsuki,,Boato – Acabou! O presidente Jair Bolsonaro apresentou as provas da fraude nas urnas eletrônicas por meio de um hacker e deu um xeque-mate no TSE e STF.,"Em meio a CPI da Pandemia, a pandemia em si e Olimpíadas, outro tema está monopolizando o debate em redes sociais e suscitando fake news: trata-se do debate sobre a aprovação do voto impresso e as falsas suspeitas sobre as urnas eletrônicas.",1
