titulo,vinheta,tempo,data_explicita,autoria,lead,principal,texto,label
É #FAKE que político foi jogado no esgoto por não cumprir promessas de campanha, Fato ou Fake ,Há 3 anos, 05/06/2019 ," Por Gisele Barros, O Globo ","O vídeo é uma encenação feita pelo Portal Engomadeira, um site criado por moradores de um bairro em Salvador, na Bahia.", Circula ," O vídeo, na verdade, é uma encenação feita pelo Portal Engomadeira, um site criado por moradores do bairro Engomadeira, em Salvador, na Bahia. ",1
É #FAKE print de conversa entre Moro e Dallagnol sobre sentença de Lula, Fato ou Fake ,Há 3 anos, 10/06/2019 , Por G1 ,Imagem que circula na web mostra Moro falando em 'sentença já combinada' e Dallagnol citando a Globo; ela é falsa. Diálogo não foi um dos vazados pelo site The Intercept Brasil.," Circula na web um print com os rostos do ministro da Justiça, Sérgio Moro, e do procurador Deltan Dallagnol e um diálogo em que o ex-juiz diz que “no TRF 4 tem 4 amigos que vão adiantar os trabalhos” e que a sentença de Lula “já está combinada”. É #FAKE. "," A conversa não foi uma das vazadas pelo site The Intercept Brasil. Na imagem falsa, há ainda uma frase atribuída a Dallagnol: “Temos a Globo e o Estadão do nosso lado, garantiram cobertura total”. Não é verdade. ",1
É #FAKE que vídeo mostre Centrão tentando derrubar reforma da Previdência de Bolsonaro, Fato ou Fake ,Há 3 anos, 06/06/2019 ," Por Gabriela Caesar e Roney Domingos, G1 ","Texto falso diz que vídeo mostra conversa do Centrão para 'desidratar a Reforma da Previdência e derrubar o governo Bolsonaro'. Vídeo, porém, foi gravado em fevereiro de 2017. Na época, Michel Temer era o presidente da República."," Circula nas redes sociais um vídeo em que o ex-deputado Silvio Costa (Avante-PE) faz críticas às reformas trabalhista e previdenciária. Também é possível ver o presidente da Câmara, Rodrigo Maia, nas imagens. O texto que circula com o vídeo afirma que se trata de um registro do Centrão tentando ""desidratar a reforma da Previdência e derrubar o governo Bolsonaro"". A mensagem é #FAKE. "," O ex-deputado Silvio Costa se candidatou ao Senado nas eleições de 2018 e não foi eleito. Ou seja, ele nem está mais na Câmara na atual legislatura. Os posts com o vídeo e a mensagem falsa têm mais de 500 mil visualizações no Facebook. ",1
É #FAKE que vídeo mostre obras do Exército em MS durante o governo Bolsonaro, Fato ou Fake ,Há 3 anos, 13/06/2019 , Por G1 ,"Mensagem que acompanha o vídeo faz referência ao presidente e diz que homens do Exército trabalham atualmente no Pantanal. Reportagem, na verdade, foi feita em 1998. Apenas um dos posts com a legenda falsa tem mais de 230 mil visualizações."," Circula pelas redes sociais um vídeo que mostra homens do Exército realizando obras de iluminação em Mato Grosso do Sul com a seguinte legenda: ""Golaço do presidente. Se você não compartilhar, ninguém ficará sabendo. A Globo não mostra o nosso Exército trabalhando igual na época quando eles estavam no controle dessa nação"". A mensagem é #FAKE. "," O vídeo não é atual. A reportagem foi feita e exibida em 1998, durante o governo Fernando Henrique Cardoso. ",1
É #FAKE que vídeo mostra deputado marcando presença para colegas na Câmara, Fato ou Fake ,Há 3 anos, 11/06/2019 ," Por Roney Domingos, G1 ","Vídeo tem bombado no Facebook e no WhatsApp. Ele mostra, na verdade, parlamento da Ucrânia e já circula nas redes desde 2017."," Circula nas redes sociais um vídeo que mostra um homem de terno colocando cartões nos computadores de mesa de parlamentares em um plenário. O vídeo é acompanhado de uma legenda que diz: ""Funcionário da Câmara dos Deputados registrando presença de deputados. Há quatro meses e eles não fazem nada e ainda dizem que têm agenda para salvar o Brasil"". É #FAKE. "," O vídeo não foi gravado no Brasil. Ele circulou entre usuários do Twitter no leste europeu em junho de 2017. O tuíte original menciona o Verkovna Rada, o poder legislativo da Ucrânia. ",1
"É #FAKE que a Justiça Eleitoral indeferiu candidatura de Vantoil Martins à Prefeitura de Iguaba Grande, no Rio", Fato ou Fake ,Há 3 anos, 01/06/2019 , Por G1 ,"Página falsa na internet, que tenta se passar pelo G1, diz que a Justiça Eleitoral aceitou recurso que impediu candidatura. Não é verdade. Eleições para prefeito em Iguaba Grande acontecem neste domingo (2). ", Circula nas redes sociais uma página falsa que tenta se passar pelo , A página e o texto não são do ,1
É #FAKE que foto mostre morador de rua e cachorro mortos de frio em cidade do RS, Fato ou Fake ,Há 3 anos, 29/05/2019 ," Por Roney Domingos e Hellen Guimarães, G1 e O Globo ",Mensagem tem viralizado nas redes sociais. Imagem é de ensaio feito por fotógrafo no Canadá; prefeito de Dom Pedrito diz que na cidade não houve nenhuma morte de morador de rua.," Circula pelas redes sociais uma imagem de um homem abraçado a um cão com uma legenda que diz que um morador de rua e o cachorro dele morreram de frio em Torquato Severo, distrito de Dom Pedrito, no Rio Grande do Sul. A mensagem, ", A foto usada na mensagem foi registrada fora do Brasil. Uma busca reversa pela imagem no Google revela que ela foi utilizada em um site estrangeiro chamado viralslot.com. ,1
É #FAKE que escola para autistas em São Gonçalo não tem alunos por falta de procura e divulgação, Fato ou Fake ,Há 3 anos, 29/05/2019 ," Por Gisele Barros, Extra ","Centro de Referência Municipal em Autismo foi inaugurado recentemente, no dia 12 de maio, e 200 crianças já se inscreveram para o sorteio que garante uma vaga na unidade."," Circula nas redes sociais uma publicação que diz que uma instituição voltada para crianças que têm Transtorno do Espectro Autista localizada em São Gonçalo, na Região Metropolitana do Rio de Janeiro, está pronta para receber alunos, mas vazia por falta de procura e divulgação. O conteúdo do post é #FAKE. ", O Centro de Referência Municipal em Autismo ,1
É #FAKE que Bolsonaro determinou mudança nas cores das cédulas de real, Fato ou Fake ,Há 3 anos, 23/05/2019 ," Por Roney Domingos, G1 ",Mensagens com esse teor circulam em redes sociais. Não houve nenhuma determinação nesse sentido por parte do presidente. O Palácio do Planalto e o Ministério da Economia dizem que as mensagens são falsas., Circula pelas redes sociais a informação de que o presidente Jair Bolsonaro determinou a mudança das cores das notas de real até o final de 2019 para punir criminosos que lavam dinheiro e obrigá-los a colocar dinheiro na economia ou perder suas fortunas. A mensagem é #FAKE. , O Palácio do Planalto diz que a informação contida na mensagem não é verdadeira. O Ministério da Economia também afirma que a mensagem é falsa. ,1
É #FAKE que juiz Marcelo Bretas publicou imagem com críticas a Rodrigo Maia, Fato ou Fake ,Há 3 anos, 27/05/2019 , Por G1 ,Post falso que faz críticas ao presidente da Câmara não foi publicado pelo juiz do Rio. Bretas alertou sobre imagem falsa no Twitter.," Circula nas redes sociais um print como se fosse um post feito pelo juiz Marcelo Bretas no Facebook com críticas ao presidente da Câmara, Rodrigo Maia. Na imagem, Maia é chamado de ""imbecil"". Há ainda a hashtag #ForaMaia. A imagem é #FAKE. "," O post não foi feito em nenhuma conta oficial do juiz. O juiz Marcelo Bretas se manifestou nesta segunda-feira (27) no Twitter e comunicou que a imagem é falsa. ""É FALSA a publicação a mim atribuída no post abaixo"", escreveu Bretas. ",1
É #FAKE que Bolsonaro publicou decreto proibindo consumo de drogas em universidades, Fato ou Fake ,Há 3 anos, 21/05/2019 , Por O Globo ,Conteúdo criado por site satírico foi replicado como verdadeiro e teve mais de 100 mil compartilhamentos.," Circula nas redes sociais que o presidente Jair Bolsonaro (PSL) assinou um decreto que proíbe o consumo de drogas nas universidades. As publicações ressaltam que os alunos ficaram chocados e revoltados com a medida. A história, porém, é #FAKE. "," Não há nenhum decreto de Bolsonaro nesse sentido. A lei 13.343, de 2006, proíbe o consumo de drogas em todo o território nacional. O texto prevê pena de ""advertência sobre os efeitos das drogas, prestação de serviços à comunidade e comparecimento a cursos educativos"" para quem ""adquirir, guardar, tiver em depósito, transportar ou trouxer consigo, para consumo pessoal, drogas sem autorização ou em desacordo com determinação legal ou regulamentar"". ",1
É #FAKE que filho do motorista de Marielle não recebe pensão por morte do pai, Fato ou Fake ,Há 3 anos, 23/05/2019 ," Por Gisele Barros, Extra ","Conteúdo da postagem foi desmentido pela viúva de Anderson, Aghata Arnaus."," Circula nas redes sociais uma postagem que afirma que o filho de Anderson Gomes, que trabalhava como motorista da vereadora Marielle Franco (PSOL-RJ) quando foi assassinado, não recebe pensão após a morte do pai. O conteúdo da postagem é #FAKE e foi desmentido pela viúva de Anderson, Aghata Arnaus, mãe de Arthur, de dois anos. "," Aghata confirma ao Extra que, ao contrário do que é compartilhado nas redes sociais, o PSOL havia assinado a carteira do motorista poucos dias antes de ele ser assassinado. Além disso, Anderson sempre contribuiu com o Instituto Nacional do Segurado Social (INSS) e, hoje, Aghata recebe a pensão por morte. A viúva do motorista também é funcionária do Ministério Público. Agatha já havia desmentido a informação sobre a pensão ",1
É #FAKE que Japão iniciou produção em massa de bebês em úteros artificiais, Fato ou Fake ,Há 3 anos, 31/05/2019 ," Por Roney Domingos, G1 ","Mensagem com foto que circula pela internet diz que o doutor em biomedicina Hideo Kojima é responsável pelo projeto. Nome e imagem remetem, na verdade, ao criador de jogos que trabalhou na Konami e hoje tem sua própria empresa. O bebê em questão é um boneco, brinde aos colecionadores de game."," Circula pelas redes sociais uma mensagem que diz que ""o doutor em biomedicina Hideo Kojima iniciou a produção em massa de bebês em úteros artificiais para suprir a baixa natalidade no Japão"". O texto diz ainda que ""cerca de 3 mil crianças modificadas geneticamente já estão em processo de formação para serem utilizadas como mão de obra nas fábricas do mundo todo"". A mensagem é #FAKE. ", A imagem usada na mensagem remete ao criador de games ,1
É #FAKE imagem que mostra Bolsonaro e comitiva contemplando Lula em museu, Fato ou Fake ,Há 3 anos, 20/05/2019 , Por G1 ,Imagem de visita do presidente Bolsonaro a museu de Dallas foi manipulada. Museu narra a trajetória do presidente americano John F. Kennedy e cena retratada na tela diz respeito à história de seu assassinato.," Circula pelas redes sociais uma foto em que o presidente Jair Bolsonaro e sua comitiva contemplam uma imagem do ex-presidente Luiz Inácio Lula da Silva em um totem de um museu nos Estados Unidos. A imagem é uma montagem e a mensagem, portanto, é #FAKE. "," A montagem foi feita sobre uma imagem real, registrada em 15 de maio de 2019, quando Bolsonaro visitou o ",1
É #FAKE que imagem avalia problemas de visão a partir de números que surgem em quadro, Fato ou Fake ,Há 3 anos, 13/05/2019 ," Por Roney Domingos, G1 ",Mensagem promete diagnosticar falhas na visão a partir de determinado número visualizado. Médicos dizem que teste não é reconhecido e não tem nenhuma validade científica.," Circula pelas redes sociais um teste que pede para o leitor olhar para um quadro e descobrir, a partir do número que vê, se tem algum problema na visão e qual. A mensagem diz que é possível identificar pelo número observado se a pessoa tem miopia, astigmatismo, os dois ou nenhum. Ela, porém, é #FAKE, segundo médicos do Conselho Brasileiro de Oftalmologia (CBO) consultados pela equipe do Fato ou Fake. "," Os oftalmologistas dizem que não há nenhuma comprovação científica de que o teste, que circula ",1
É #FAKE que foto de mulher segurando pinos de cocaína foi tirada na Ufes, Fato ou Fake ,Há 3 anos, 14/05/2019 , Por Extra ,"Boato viralizou em meio a anúncio de cortes nas universidades federais. Imagem, no entanto, foi feita durante uma ação voluntária do Instituto EcoFaxina, em um manguezal em Santos.", Uma foto de uma mulher segurando um recipiente repleto de pinos utilizados para armazenar cocaína circula nas redes acompanhada de uma legenda que afirma que o registro foi feito no campus da Universidade Federal do Espírito Santo (Ufes). A postagem é #FAKE. ," A foto, na verdade, foi feita no dia 28 de abril deste ano, durante a 101º ação voluntária do Instituto EcoFaxina, em um manguezal localizado no bairro São Manoel, em Santos, litoral de São Paulo. ",1
É #FAKE que governo do Japão vai banir fornos micro-ondas no país, Fato ou Fake ,Há 3 anos, 16/05/2019 , Por G1 ,Texto que circula na internet foi publicado originalmente em um site satírico russo. Ele já foi desmentido em vários idiomas., Circula pelas redes sociais uma mensagem que diz que o governo japonês decidiu banir todos os fornos micro-ondas no país até o final deste ano após cientistas da Universidade de Hiroshima descobrirem que as ondas radioativas causaram mais dano à saúde dos cidadãos durante os 20 anos de uso que o bombardeio nuclear de aviões americanos em 1945. A mensagem é #FAKE. , O texto que circula agora em português foi escrito originalmente em russo pelo site satírico ,1
É #FAKE que Bolsonaro obrigou inscrição do CPF em apostas da Mega-Sena, Fato ou Fake ,Há 3 anos, 14/05/2019 , Por O Globo ,"Texto afirma que medida combate a corrupção e, por isso, os 'sortudos milionários' sumiram. Um único vencedor arrematou o maior prêmio da história."," Circula pelas redes sociais um texto que diz que o presidente Jair Bolsonaro determinou a inclusão do CPF nas apostas da Mega-Sena. O objetivo da medida, segundo as mensagens, é o combate à corrupção nas apostas. A mensagem é #FAKE. "," Não há nenhuma portaria, decreto ou orientação da Presidência nesse sentido. ",1
É #FAKE que foto de prédio pichado mostre imóvel dentro da USP, Fato ou Fake ,Há 3 anos, 14/05/2019 , Por G1 ,Imagem é de edifício perto do Largo da Batata e foi publicada em 2010. Mensagem tem como objetivo afetar reputação de universidades públicas., Circula pela internet uma imagem de um prédio com a fachada pichada junto a uma legenda que diz ser um imóvel dentro da Universidade de São Paulo. A mensagem é #FAKE. ," A imagem é do edifício Elisa, que fica na Rua Teodoro Sampaio, próximo ao Largo da Batata, Zona Oeste de São Paulo. A foto foi feita pelo fotógrafo Douglas Nascimento e está no site ",1
É #FAKE que Damares Alves defendeu revogação da Lei Maria da Penha, Fato ou Fake ,Há 3 anos, 17/05/2019 , Por O Globo ,"Ministra também não disse que agredir a mulher é um 'direito bíblico' do homem, como afirma boato nas redes."," Circula no WhatsApp uma mensagem que diz que a ministra da Mulher, da Família e dos Direitos Humanos, Damares Alves, defende a revogação da Lei Maria da Penha. Segundo o texto, Damares disse que ""corrigir a companheira"" é um ""direito bíblico do homem"" e ""serve para manter a varoa no caminho correto"". Uma publicação semelhante no Facebook teve mais de 4 mil compartilhamentos. O texto, porém, é #FAKE. "," Não há registros públicos de que a ministra tenha criticado a Lei Maria da Penha. Na verdade, ",1
É #FAKE que Bonner foi autuado por dirigir com a CNH vencida, Fato ou Fake ,Há 3 anos, 18/05/2019 , Por G1 ,Apresentador do JN não foi multado; carteira nacional de habilitação dele vence apenas em 2023. Foto que circula nas redes sociais é de março.," Circula nas redes sociais uma imagem que mostra o apresentador e editor-chefe do Jornal Nacional, William Bonner, conversando com policiais rodoviários com a seguinte legenda: “William Bonner: nessa manhã de sábado foi autuado com a CNH vencida”. A mensagem é #FAKE. ", Bonner não foi autuado. Sua carteira nacional de habilitação vence apenas em 6 de agosto de 2023. ,1
É #FAKE que Moro mandou sancionar lei que aumenta rigor sobre motorista bêbado que causa acidente, Fato ou Fake ,Há 3 anos, 09/05/2019 ," Por Roney Domingos, G1 ","Não houve nenhuma nova legislação aprovada. Última mudança foi sancionada pelo então presidente Temer, em 2017. Mensagem contém erros sobre a legislação vigente."," Circula pelas redes sociais uma mensagem que diz que o ministro da Justiça, Sérgio Moro, mandou sancionar uma lei que aumenta o rigor da pena para o motorista que causar acidente com vítima dirigindo embriagado. A mensagem é #FAKE. "," Existe, de fato, uma lei que aumenta o rigor contra o motorista que dirige embriagado e causa um acidente com vítima. Mas essa lei é a ",1
É #FAKE que obra em trecho da BR-163 mostrada em vídeo foi iniciada no governo Bolsonaro, Fato ou Fake ,Há 3 anos, 08/05/2019 ," Por Roney Domingos, G1 ","Legenda que acompanha material diz que rodovia ficou 'sem asfalto há 30 anos', mas 'agora Bolsonaro está fazendo'. Vídeo, no entanto, é de 2016; obras de duplicação foram iniciadas no governo Dilma e já foram finalizadas."," Circula pelas redes sociais um vídeo em que um homem apresenta obras na rodovia BR-163 acompanhado da seguinte legenda: ""Maravilha!!! BR 163 sem asfalto há 30 anos, agora Bolsonaro está fazendo com cimento de primeira qualidade"". O vídeo foi feito em 2016 e a obra, iniciada em 2014, já teve a duplicação da via finalizada. Ou seja, a mensagem é #FAKE. "," O vídeo foi publicado no YouTube em 23 de outubro de 2016 e a duplicação do trecho entre Jaciara e Cuiabá foi entregue em dezembro de 2018 – antes do início do governo de Jair Bolsonaro, iniciado em janeiro de 2019. ",1
É #FAKE que vídeo de militares que termina em disparo foi gravado na Venezuela e mostra reação de soldado ao governo Maduro, Fato ou Fake ,Há 3 anos, 08/05/2019 ," Por Gabriela Caesar, G1 ",Texto compartilhado junto com vídeo diz que a gravação foi feita na Venezuela. Não é verdade; vídeo é de uma campanha na Colômbia e tiro não é real.," Circula pelas redes sociais um vídeo em que militares discutem e, durante a briga, um homem dispara contra o outro. A mensagem compartilhada junto com o vídeo diz que o registro foi feito na Venezuela e que ""os militares estão se recusando a maltratar o povo morto de fome"". O tiro não é real e a mensagem é #FAKE. "," O vídeo foi gravado em 18 de fevereiro de 2019 e faz parte de uma campanha interna do Exército da Colômbia chamada ""Yo tengo el control"" (""Eu tenho o controle"", na tradução para o português). ",1
Veja o que é #FATO ou #FAKE sobre o conflito na Venezuela, Fato ou Fake ,Há 3 anos, 30/04/2019 , Por G1 ,Confronto nas ruas entre opositores do regime Maduro e militares é marcado por conteúdos duvidosos nas redes sociais., Os conflitos entre tropas do governo e opositores ao regime de Nicolas Maduro na Venezuela nesta terça-feira (30) têm sido marcados por mensagens com conteúdo duvidoso divulgadas nas redes sociais. ," Os conflitos começaram depois que o oposicionista Juan Guaidó convocou o povo a ir às ruas. Leopoldo López, outro oposicionista, apareceu fora de sua prisão domiciliar após cinco anos. ",2
"É #FAKE que Eduardo Cunha tenha proposto delação que inclui 150 deputados, 16 juízes e 4 bancos", Fato ou Fake ,Há 3 anos, 07/05/2019 ," Por Roney Domingos, G1 ","Mensagem que circula nas redes sociais não tem fundamento. 'É tudo mentira', diz advogado do político. MPF também nega."," Circula pelas redes sociais uma mensagem que diz que o ex-deputado Eduardo Cunha propôs uma delação premiada que ""inclui 150 deputados, 14 togados do STJ e 2 togados do STF, um grupo de frigoríficos, 4 grandes bancos, 2 advogados e caciques do PSDB e do PT"". A mensagem é #FAKE. "," De acordo com o advogado de Cunha, Delio Lins e Silva, ""é tudo mentira"". O Ministério Público Federal, que só se manifesta sobre acordos sem sigilo, informa que não há qualquer delação de Cunha em homologação pelo Supremo Tribunal Federal. ",1
É #FAKE que Gleisi Hoffmann disse que não vê motivos para homenagens a Senna, Fato ou Fake ,Há 3 anos, 03/05/2019 ," Por Roney Domingos, G1 ",Imagem com declaração atribuída a deputada do PT circula em redes sociais após as homenagens à memória do piloto Ayrton Senna pelos 25 anos de sua morte. A frase não foi dita por ela.," Circulam pelas redes sociais mensagens que atribuem à presidente do PT, Gleisi Hoffmann, a seguinte declaração: ""Não vejo motivo algum para abajularem Airton Senna. Ele era apenas um corredor de carro e nada mais. Lula sim é a verdadeira história do Brasil"". É #FAKE. "," Procurada pela equipe do Fato ou Fake, a assessoria de Gleisi diz que trata-se de ""mais uma notícia falsa sendo espalhada para atingir a imagem da deputada federal"". ""É mentira o card que está circulando nas redes sociais com declaração atribuída à presidente nacional do PT sobre o campeão brasileiro de Fórmula 1 Ayrton Senna."" ",1
"É #FAKE texto que anuncia 15,3 mil demissões e fechamento de 1.513 agências dos Correios", Fato ou Fake ,Há 3 anos, 07/05/2019 ," Por Hellen Guimarães, Extra ",Publicações falsas têm sido bastante compartilhadas no Facebook.," Duas publicações no Facebook afirmam que os Correios aprovaram, em março deste ano, uma proposta de privatização da empresa que demitirá 15,3 mil trabalhadores e fechará 1.513 agências. O plano, segundo as postagens, foi concebido após um acordo entre o ministro da Economia, Paulo Guedes, e empresas americanas interessadas em atuar no país. As informações são #FAKE. "," De fato, os Correios estão na mira do programa de privatizações do governo. No fim de abril, o presidente Jair Bolsonaro confirmou que já havia dado ""sinal verde"" para a privatização da companhia. Na última quinta-feira (2), o presidente da estatal, Juarez Cunha, anunciou que ",1
É #FAKE que universidade federal liberou computadores de ponta para alunos jogarem LOL, Fato ou Fake ,Há 3 anos, 08/05/2019 ," Por Hellen Guimarães, O Globo ",Universidade sediará semana esportiva que inclui os jogos digitais e fez apenas um teste de rede antes do evento.," Um texto publicado pelo portal ""Jornal da Cidade Online"", com mais de mil compartilhamentos nas redes, acusa a Universidade Federal do Mato Grosso do Sul (UFMS) de ""gastar para alunos jogarem League of Legends (LoL) enquanto chora o corte de verbas indispensáveis"". A publicação, porém, é #FAKE. "," De acordo com o texto, a Faculdade de Computação (Facom) equipou seu laboratório com 25 computadores de ponta e liberou os alunos para jogarem durante a hora do almoço. A faculdade, porém, informa em nota que tal permissão não existe. De acordo com a universidade, o laboratório foi utilizado para testar a rede da instituição para um evento esportivo que ocorre anualmente no campus e inclui também os jogos digitais. ",1
É #FAKE que vídeo com calçadão de Bangu alagado é de 2019, Fato ou Fake ,Há 3 anos, 10/04/2019 , Por Extra ,"Chuvas atingiram o Rio de Janeiro na segunda e nesta terça-feira e deixaram a cidade em estágio de crise. Vídeo, porém, é antigo e já circulava na internet em janeiro deste ano. Mensagem compartilhada nas redes sociais é falsa."," Um vídeo compartilhado em grupos no WhatsApp e nas redes sociais mostra o calçadão de Bangu, na Zona Oeste do Rio de Janeiro, completamente alagado em meio à chuva. A mensagem compartilhada diz que as imagens foram feitas na manhã desta terça-feira (9), "," A cena retratada, na verdade, é antiga e não mostra a situação do bairro nesta terça-feira. A equipe do Fato ou Fake ",1
É #FAKE que Plataforma Lattes será extinta pelo governo federal, Fato ou Fake ,Há 3 anos, 15/04/2019 , Por O Globo ,Mensagem anunciado o fim viralizou na web. Informação foi desmentida pelo Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq).," Circulam nas redes sociais mensagens indicando que a Plataforma Lattes, base de dados de currículos do Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq), será extinta após a Semana Santa. Essas mensagens são #FAKE. "," A informação foi desmentida pela instituição neste domingo (14), por meio de uma nota publicada no site e nas redes sociais. ",1
É #FAKE que diretor do HC mandou mensagem com dicas para evitar gripe e que Tamiflu é feito de erva-doce, Fato ou Fake ,Há 3 anos, 24/04/2019 ," Por Roney Domingos, G1 ",Mensagem que circula no WhatsApp e no Facebook é falsa. Diretor do HC não mandou texto ou áudio e Tamiflu não é feito de erva-doce.," Uma mensagem que voltou a circular pelo Facebook e em grupos de WhatsApp sugere que um diretor do Hospital das Clínicas de São Paulo, ""preocupado com a nova gripe que vai matar muita gente"", faz uma série de recomendações. A mensagem é #FAKE. O texto diz ainda diz que o chá de erva-doce mata o vírus influenza e que dele é feito o Tamiflu. Isso também é #FAKE. ", A mensagem falsa circula na internet há tempos e,1
É #FAKE mensagem que oferece cartão de crédito em nome dos Supermercados Guanabara, Fato ou Fake ,Há 3 anos, 08/04/2019 , Por O Globo ,Empresa esclarece que não envia solicitações de dados de clientes.," Alguns usuários têm recebido mensagens de uma página no Facebook, que se passa por canal oficial dos Supermercados Guanabara, oferecendo cartões de crédito. As mensagens são #FAKE. "," O texto oferece ao cliente um cartão de crédito sem anuidade ou consulta no SPC/Serasa. A mensagem diz que o limite inicial é de R$ 1 mil e que o cartão ainda dá desconto de 20% em todas as lojas da rede. O cliente, então, é incentivado a solicitar o cartão e informar o endereço para envio. ",1
É #FAKE que resolução determina fim de aulas teóricas de direção e amplia para 20 anos prazo da CNH, Fato ou Fake ,Há 3 anos, 10/04/2019 , Por G1 ,"Boato tem se espalhado pelo WhatsApp. Governo deve enviar projeto com mudanças na CNH para o Congresso, mas nenhuma das alterações descritas na mensagem faz parte do pacote."," Uma mensagem que tem se espalhado pelo WhatsApp diz que o governo acaba de assinar uma resolução que determina o fim da obrigatoriedade de aulas teóricas de direção e que permite que o cidadão procure diretamente um instrutor de trânsito pra fazer as aulas práticas, dispensando a matrícula em autoescolas. O texto afirma ainda que o prazo da CNH será ampliado para 20 anos. A mensagem é #FAKE. "," O texto fala em uma resolução de número 142, de 2019. Ela simplesmente não existe. A mensagem também se utiliza do logo do ",1
É #FAKE página que promove suposto processo seletivo dos Supermercados Guanabara, Fato ou Fake ,Há 3 anos, 04/04/2019 , Por Extra ,"Página não faz parte dos canais oficiais da empresa, que utiliza o site para receber currículos."," Uma página intitulada ""Supermercados Guanabara."" anunciou no Facebook postos de emprego para as lojas da rede. Segundo as mensagens, após as inscrições, o processo estava marcado para ocorrer na próxima sexta-feira. As publicações, no entanto, são #FAKE. "," Os anúncios se referem a diversas ocupações, como segurança, auxiliar de serviços gerais, operador de caixa, açougueiro e estoquista. Ao clicar na opção ""candidatar-se a esta vaga"", o usuário é redirecionado para uma página em que deve confirmar nome, telefone, e-mail, experiência e formação. ",1
É #FAKE que PT entrou com ação para derrubar 13º salário do Bolsa Família, Fato ou Fake ,Há 3 anos, 12/04/2019 , Por G1 ,"Mensagem falando sobre ação do PT que circula nas redes sociais é falsa. Nesta quinta (11), o governo Bolsonaro anunciou que o 13º será pago para beneficiários do programa a partir deste ano. "," Circula nas redes sociais uma mensagem que informa que o PT entrou com uma ação para derrubar o pagamento do 13º salário a beneficiários do Bolsa Família, anunciado pelo governo federal nesta quinta-feira (11). A mensagem, porém, é #FAKE. ", ,1
É #FAKE que fenilpropanolamina está presente em 22 medicamentos vendidos no Brasil, Fato ou Fake ,Há 3 anos, 16/04/2019 , Por Extra ,Mensagem que circula nas redes é compartilhada há mais de 10 anos. Sustância citada foi banida do país no ano 2000.," Circula novamente nas redes sociais uma mensagem sobre a fenilpropanolamina, com a informação de que a substância pode causar até ""hemorragia cerebral"" e faz parte da composição de 22 medicamentos comercializados atualmente no Brasil. O conteúdo da mensagem é #FAKE. Ele é compartilhado há pelo menos uma década e a substância citada ", A informação já foi desmentida pela ,1
Fato ou Fake: 5 dicas de como checar uma mensagem falsa, Fato ou Fake ,Há 3 anos, 01/04/2019 ," Por Roney Domingos, G1 ","No 1º de abril (Dia da Mentira), veja formas simples de atestar a veracidade de fotos, vídeos e textos na web."," O 1º de abril é considerado em todo o mundo como o ""dia da mentira"". E o dia seguinte (2 de abril) tem se firmado, aos poucos, como o Dia Internacional da Checagem de Fatos. Já é o terceiro ano em que ele é comemorado. "," Aproveitando as duas datas, a equipe do Fato ou Fake preparou cinco dicas básicas para verificar se uma foto, um tuíte, um vídeo, um post ou um texto são falsos. É preciso atenção aos detalhes, calma na hora de compartilhar e um pouquinho de investigação para chegar à verdade. Confira: ",3
É #FAKE que robô em vídeo de feira seja de combate e feito para guerra mundial, Fato ou Fake ,Há 3 anos, 27/03/2019 , Por G1 ,"Mensagem junto a vídeo tem bombado na web. Equipamento, na verdade, é usado para entretenimento em festas e eventos.", Circula pelas redes sociais um vídeo em que um robô gigante capaz de caminhar e repetir falas e gestos humanos caminha em uma feira. O vídeo é acompanhado de uma legenda que diz que o robô é de combate e está pronto para uma possível guerra mundial. A mensagem é #FAKE. ," O robô está no vídeo, de fato, em uma feira de equipamentos militares, a International Defense Exhibition (Idex), em Dubai, mas não é um robô de combate. A vestimenta, inclusive, faz parte de seu ""show"". ",1
"É #FAKE que Hospital Militar quer operar pessoas com lábio leporino ou fenda palatina, mas faltam pacientes", Fato ou Fake ,Há 3 anos, 28/03/2019 ," Por Roney Domingos, G1 ",A mensagem ainda fala que os médicos são 'americanos'. Diretor de instituição em Minas Gerais diz que a mensagem é completamente falsa e pede que as pessoas parem de compartilhar sem verificar a fonte.," Circula nas redes sociais uma mensagem que diz que ""existem 12 médicos americanos dispostos a operar pessoas com lábio leporino ou fenda palatina no Hospital da Polícia Militar, em Belo Horizonte, mas só existem 71 pacientes para operar na próxima semana e são necessários 135"". A mensagem é #FAKE. "," O diretor-geral do Instituto de Previdência dos Servidores Militares (IPSM) de Minas Gerais, coronel Vinícius Rodrigues de Oliveira Santos, diz que a mensagem é completamente falsa. ",1
É #FAKE que acusado de matar vereadora Marielle Franco vivia em casa que pertence a Bolsonaro, Fato ou Fake ,Há 3 anos, 18/03/2019 , Por O Globo ,Presidente é dono das casas 36 e 56 em condomínio na Barra da Tijuca. O policial militar Ronnie Lessa vivia no número 65/66.," Uma publicação que circula nas redes sociais diz que o sargento reformado da Polícia Militar Ronnie Lessa, "," Segundo o inquérito final da Polícia Civil do Rio de Janeiro sobre o caso Marielle, Lessa vivia no imóvel 65/66 do condomínio Vivendas da Barra, na Barra da Tijuca, Zona Oeste do Rio. Já as casas de Bolsonaro no mesmo local são identificadas com os números 36 e 56. ",1
